annee;mois;date;jourSemaine;semaine;identifiantLigne;nomCourtLigne;typeLigne;categorieLigne;Frequentation
2024;Mars;2024-03-11;Lundi;11;1002;b;Métro;METRO;0.0
2024;Fevrier;2024-02-18;Dimanche;7;7;C7;CHRONOSTAR;CHRONOSTAR;1720.0
2024;Fevrier;2024-02-01;Jeudi;5;59;59;Métropolitaine;Régulières Métropolitaines;1968.23529
2024;Mars;2024-03-12;Mardi;11;1;C1;CHRONOSTAR;CHRONOSTAR;22776.47059
2024;Fevrier;2024-02-18;Dimanche;7;11;11;Urbaine;Régulières Urbaines;1469.41176
2024;Fevrier;2024-02-01;Jeudi;5;61;61;Métropolitaine;Régulières Métropolitaines;1642.35294
2024;Mars;2024-03-12;Mardi;11;2;C2;CHRONOSTAR;CHRONOSTAR;14429.41176
2024;Fevrier;2024-02-18;Dimanche;7;50;50;Métropolitaine;Régulières Métropolitaines;131.76471
2024;Fevrier;2024-02-01;Jeudi;5;73;73;Métropolitaine;Régulières Métropolitaines;1031.76471
2024;Mars;2024-03-12;Mardi;11;11;11;Urbaine;Régulières Urbaines;10496.47059
2024;Fevrier;2024-02-18;Dimanche;7;51;51;Métropolitaine;Régulières Métropolitaines;198.82353
2024;Fevrier;2024-02-01;Jeudi;5;153;153ex;Express;Régulières Métropolitaines;518.82353
2024;Mars;2024-03-12;Mardi;11;13;13;Urbaine;Régulières Urbaines;5492.94118
2024;Fevrier;2024-02-18;Dimanche;7;124;N4;STAR de Nuit;Régulières Urbaines;240.0
2024;Fevrier;2024-02-01;Jeudi;5;165;165ex;Express;Régulières Métropolitaines;16.47059
2024;Mars;2024-03-12;Mardi;11;14;14;Urbaine;Régulières Urbaines;9849.41176
2024;Fevrier;2024-02-18;Dimanche;7;1001;a;Métro;METRO;43578.44327
2024;Fevrier;2024-02-01;Jeudi;5;172;172ex;Express;Régulières Métropolitaines;197.64706
2024;Mars;2024-03-12;Mardi;11;39;39;Inter-quartiers;Régulières Urbaines;24.70588
2024;Fevrier;2024-02-18;Dimanche;7;9000;Parcs-Relais;Parcs-Relais;Parcs-Relais;410.52632
2024;Fevrier;2024-02-01;Jeudi;5;173;173ex;Express;Régulières Métropolitaines;112.94118
2024;Mars;2024-03-12;Mardi;11;51;51;Métropolitaine;Régulières Métropolitaines;1112.94118
2024;Fevrier;2024-02-19;Lundi;8;11;11;Urbaine;Régulières Urbaines;9576.47059
2024;Fevrier;2024-02-01;Jeudi;5;1001;a;Métro;METRO;157681.01321
2024;Mars;2024-03-12;Mardi;11;56;56;Métropolitaine;Régulières Métropolitaines;1110.58824
2024;Fevrier;2024-02-19;Lundi;8;12;12;Urbaine;Régulières Urbaines;1521.17647
2024;Fevrier;2024-02-02;Vendredi;5;4;C4;CHRONOSTAR;CHRONOSTAR;25080.0
2024;Mars;2024-03-12;Mardi;11;62;62;Métropolitaine;Régulières Métropolitaines;1403.52941
2024;Fevrier;2024-02-19;Lundi;8;13;13;Urbaine;Régulières Urbaines;5585.88235
2024;Fevrier;2024-02-02;Vendredi;5;7;C7;CHRONOSTAR;CHRONOSTAR;2935.29412
2024;Mars;2024-03-12;Mardi;11;68;68;Métropolitaine;Régulières Métropolitaines;1270.58824
2024;Fevrier;2024-02-19;Lundi;8;55;55;Métropolitaine;Régulières Métropolitaines;2628.23529
2024;Fevrier;2024-02-02;Vendredi;5;14;14;Urbaine;Régulières Urbaines;9068.23529
2024;Mars;2024-03-12;Mardi;11;70;70;Métropolitaine;Régulières Métropolitaines;194.11765
2024;Fevrier;2024-02-19;Lundi;8;59;59;Métropolitaine;Régulières Métropolitaines;2005.88235
2024;Fevrier;2024-02-02;Vendredi;5;39;39;Inter-quartiers;Régulières Urbaines;21.17647
2024;Mars;2024-03-12;Mardi;11;76;76;Métropolitaine;Régulières Métropolitaines;1024.70588
2024;Fevrier;2024-02-19;Lundi;8;62;62;Métropolitaine;Régulières Métropolitaines;1385.88235
2024;Fevrier;2024-02-02;Vendredi;5;52;52;Métropolitaine;Régulières Métropolitaines;2652.94118
2024;Mars;2024-03-12;Mardi;11;79;79;Métropolitaine;Régulières Métropolitaines;420.0
2024;Fevrier;2024-02-19;Lundi;8;73;73;Métropolitaine;Régulières Métropolitaines;911.76471
2024;Fevrier;2024-02-02;Vendredi;5;53;53;Métropolitaine;Régulières Métropolitaines;2849.41176
2024;Mars;2024-03-12;Mardi;11;154;154ex;Express;Régulières Métropolitaines;370.58824
2024;Fevrier;2024-02-19;Lundi;8;76;76;Métropolitaine;Régulières Métropolitaines;1014.11765
2024;Fevrier;2024-02-02;Vendredi;5;55;55;Métropolitaine;Régulières Métropolitaines;2610.58824
2024;Mars;2024-03-12;Mardi;11;159;159ex;Express;Régulières Métropolitaines;290.58824
2024;Fevrier;2024-02-19;Lundi;8;77;77;Métropolitaine;Régulières Métropolitaines;2022.35294
2024;Fevrier;2024-02-02;Vendredi;5;68;68;Métropolitaine;Régulières Métropolitaines;1164.70588
2024;Mars;2024-03-12;Mardi;11;172;172ex;Express;Régulières Métropolitaines;208.23529
2024;Fevrier;2024-02-19;Lundi;8;79;79;Métropolitaine;Régulières Métropolitaines;443.52941
2024;Fevrier;2024-02-02;Vendredi;5;77;77;Métropolitaine;Régulières Métropolitaines;1920.0
2024;Mars;2024-03-12;Mardi;11;178;178ex;Express;Régulières Métropolitaines;307.05882
2024;Fevrier;2024-02-19;Lundi;8;80;80;Métropolitaine;Régulières Métropolitaines;605.88235
2024;Fevrier;2024-02-02;Vendredi;5;78;78;Métropolitaine;Régulières Métropolitaines;1482.35294
2024;Mars;2024-03-12;Mardi;11;308;C8;CHRONOSTAR;CHRONOSTAR;12989.41176
2024;Fevrier;2024-02-19;Lundi;8;154;154ex;Express;Régulières Métropolitaines;401.17647
2024;Fevrier;2024-02-02;Vendredi;5;91;91;Intercommunale;Régulières Métropolitaines;514.11765
2024;Mars;2024-03-12;Mardi;11;9000;Parcs-Relais;Parcs-Relais;Parcs-Relais;2491.64087
2024;Fevrier;2024-02-19;Lundi;8;178;178ex;Express;Régulières Métropolitaines;301.17647
2024;Fevrier;2024-02-02;Vendredi;5;122;N2;STAR de Nuit;Régulières Urbaines;34.11765
2024;Mars;2024-03-13;Mercredi;11;4;C4;CHRONOSTAR;CHRONOSTAR;28511.76471
2024;Fevrier;2024-02-19;Lundi;8;1002;b;Métro;METRO;0.0
2024;Fevrier;2024-02-02;Vendredi;5;125;N5;STAR de Nuit;Régulières Urbaines;42.35294
2024;Mars;2024-03-13;Mercredi;11;6;C6;CHRONOSTAR;CHRONOSTAR;16349.41176
2024;Fevrier;2024-02-19;Lundi;8;9000;Parcs-Relais;Parcs-Relais;Parcs-Relais;2484.89164
2024;Fevrier;2024-02-02;Vendredi;5;153;153ex;Express;Régulières Métropolitaines;403.52941
2024;Mars;2024-03-13;Mercredi;11;11;11;Urbaine;Régulières Urbaines;10281.17647
2024;Fevrier;2024-02-20;Mardi;8;1;C1;CHRONOSTAR;CHRONOSTAR;23069.41176
2024;Fevrier;2024-02-02;Vendredi;5;161;161ex;Express;Régulières Métropolitaines;601.17647
2024;Mars;2024-03-13;Mercredi;11;12;12;Urbaine;Régulières Urbaines;2024.70588
2024;Fevrier;2024-02-20;Mardi;8;6;C6;CHRONOSTAR;CHRONOSTAR;16283.52941
2024;Fevrier;2024-02-02;Vendredi;5;168;168ex;Express;Régulières Métropolitaines;155.29412
2024;Mars;2024-03-13;Mercredi;11;68;68;Métropolitaine;Régulières Métropolitaines;1396.47059
2024;Fevrier;2024-02-20;Mardi;8;11;11;Urbaine;Régulières Urbaines;9743.52941
2024;Fevrier;2024-02-02;Vendredi;5;175;175ex;Express;Régulières Métropolitaines;47.05882
2024;Mars;2024-03-13;Mercredi;11;71;71;Métropolitaine;Régulières Métropolitaines;476.47059
2024;Fevrier;2024-02-20;Mardi;8;13;13;Urbaine;Régulières Urbaines;5298.82353
2024;Fevrier;2024-02-02;Vendredi;5;804;TTZ;Spéciale;Régulières Métropolitaines;32.94118
2024;Mars;2024-03-13;Mercredi;11;74;74;Métropolitaine;Régulières Métropolitaines;1441.17647
2024;Fevrier;2024-02-20;Mardi;8;14;14;Urbaine;Régulières Urbaines;10077.64706
2024;Fevrier;2024-02-02;Vendredi;5;1002;b;Métro;METRO;5.55556
2024;Mars;2024-03-13;Mercredi;11;77;77;Métropolitaine;Régulières Métropolitaines;2118.82353
2024;Fevrier;2024-02-20;Mardi;8;62;62;Métropolitaine;Régulières Métropolitaines;1421.17647
2024;Fevrier;2024-02-03;Samedi;5;2;C2;CHRONOSTAR;CHRONOSTAR;9034.11765
2024;Mars;2024-03-13;Mercredi;11;78;78;Métropolitaine;Régulières Métropolitaines;1457.64706
2024;Fevrier;2024-02-20;Mardi;8;71;71;Métropolitaine;Régulières Métropolitaines;572.94118
2024;Fevrier;2024-02-03;Samedi;5;4;C4;CHRONOSTAR;CHRONOSTAR;12478.82353
2024;Mars;2024-03-13;Mercredi;11;82;82;Métropolitaine;Régulières Métropolitaines;456.47059
2024;Fevrier;2024-02-20;Mardi;8;77;77;Métropolitaine;Régulières Métropolitaines;1975.29412
2024;Fevrier;2024-02-03;Samedi;5;7;C7;CHRONOSTAR;CHRONOSTAR;1741.17647
2024;Mars;2024-03-13;Mercredi;11;153;153ex;Express;Régulières Métropolitaines;340.0
2024;Fevrier;2024-02-20;Mardi;8;90;90;Intercommunale;Régulières Métropolitaines;67.05882
2024;Fevrier;2024-02-03;Samedi;5;10;10;Urbaine;Régulières Urbaines;936.47059
2024;Mars;2024-03-13;Mercredi;11;154;154ex;Express;Régulières Métropolitaines;411.76471
2024;Fevrier;2024-02-20;Mardi;8;152;152ex;Express;Régulières Métropolitaines;129.41176
2024;Fevrier;2024-02-03;Samedi;5;13;13;Urbaine;Régulières Urbaines;3692.94118
2024;Mars;2024-03-13;Mercredi;11;164;164ex;Express;Régulières Métropolitaines;136.47059
2024;Fevrier;2024-02-20;Mardi;8;155;155ex;Express;Régulières Métropolitaines;388.23529
2024;Fevrier;2024-02-03;Samedi;5;65;65;Métropolitaine;Régulières Métropolitaines;316.47059
2024;Mars;2024-03-13;Mercredi;11;175;175ex;Express;Régulières Métropolitaines;38.82353
2024;Fevrier;2024-02-20;Mardi;8;164;164ex;Express;Régulières Métropolitaines;204.70588
2024;Fevrier;2024-02-03;Samedi;5;67;67;Métropolitaine;Régulières Métropolitaines;958.82353
2024;Mars;2024-03-13;Mercredi;11;1001;a;Métro;METRO;153046.56388
2024;Fevrier;2024-02-20;Mardi;8;1001;a;Métro;METRO;150387.67791
2024;Fevrier;2024-02-03;Samedi;5;91;91;Intercommunale;Régulières Métropolitaines;34.11765
2024;Mars;2024-03-14;Jeudi;11;1;C1;CHRONOSTAR;CHRONOSTAR;22347.05882
2024;Fevrier;2024-02-21;Mercredi;8;7;C7;CHRONOSTAR;CHRONOSTAR;3647.05882
2024;Fevrier;2024-02-03;Samedi;5;123;N3;STAR de Nuit;Régulières Urbaines;97.64706
2024;Mars;2024-03-14;Jeudi;11;5;C5;CHRONOSTAR;CHRONOSTAR;16672.94118
2024;Fevrier;2024-02-21;Mercredi;8;11;11;Urbaine;Régulières Urbaines;9970.58824
2024;Fevrier;2024-02-03;Samedi;5;1002;b;Métro;METRO;0.0
2024;Mars;2024-03-14;Jeudi;11;50;50;Métropolitaine;Régulières Métropolitaines;1112.94118
2024;Fevrier;2024-02-21;Mercredi;8;12;12;Urbaine;Régulières Urbaines;1927.05882
2024;Fevrier;2024-02-04;Dimanche;5;2;C2;CHRONOSTAR;CHRONOSTAR;2543.52941
2024;Mars;2024-03-14;Jeudi;11;51;51;Métropolitaine;Régulières Métropolitaines;1080.0
2024;Fevrier;2024-02-21;Mercredi;8;61;61;Métropolitaine;Régulières Métropolitaines;1716.47059
2024;Fevrier;2024-02-04;Dimanche;5;7;C7;CHRONOSTAR;CHRONOSTAR;910.58824
2024;Mars;2024-03-14;Jeudi;11;61;61;Métropolitaine;Régulières Métropolitaines;1800.0
2024;Fevrier;2024-02-21;Mercredi;8;62;62;Métropolitaine;Régulières Métropolitaines;1409.41176
2024;Fevrier;2024-02-04;Dimanche;5;11;11;Urbaine;Régulières Urbaines;1440.0
2024;Mars;2024-03-14;Jeudi;11;62;62;Métropolitaine;Régulières Métropolitaines;1375.29412
2024;Fevrier;2024-02-21;Mercredi;8;72;72;Métropolitaine;Régulières Métropolitaines;2449.41176
2024;Fevrier;2024-02-04;Dimanche;5;13;13;Urbaine;Régulières Urbaines;20.0
2024;Mars;2024-03-14;Jeudi;11;68;68;Métropolitaine;Régulières Métropolitaines;1230.58824
2024;Fevrier;2024-02-21;Mercredi;8;78;78;Métropolitaine;Régulières Métropolitaines;1510.58824
2024;Fevrier;2024-02-04;Dimanche;5;71;71;Métropolitaine;Régulières Métropolitaines;76.47059
2024;Mars;2024-03-14;Jeudi;11;75;75;Métropolitaine;Régulières Métropolitaines;945.88235
2024;Fevrier;2024-02-21;Mercredi;8;79;79;Métropolitaine;Régulières Métropolitaines;371.76471
2024;Fevrier;2024-02-04;Dimanche;5;82;82;Métropolitaine;Régulières Métropolitaines;108.23529
2024;Mars;2024-03-14;Jeudi;11;77;77;Métropolitaine;Régulières Métropolitaines;2011.76471
2024;Fevrier;2024-02-21;Mercredi;8;155;155ex;Express;Régulières Métropolitaines;308.23529
2024;Fevrier;2024-02-04;Dimanche;5;121;N1;STAR de Nuit;Régulières Urbaines;344.70588
2024;Mars;2024-03-14;Jeudi;11;79;79;Métropolitaine;Régulières Métropolitaines;394.11765
2024;Fevrier;2024-02-21;Mercredi;8;165;165ex;Express;Régulières Métropolitaines;27.05882
2024;Fevrier;2024-02-04;Dimanche;5;9999;9999;Non identifié;Non identifiée;601.17647
2024;Mars;2024-03-14;Jeudi;11;90;90;Intercommunale;Régulières Métropolitaines;83.52941
2024;Fevrier;2024-02-21;Mercredi;8;168;168ex;Express;Régulières Métropolitaines;165.88235
2024;Fevrier;2024-02-05;Lundi;6;1;C1;CHRONOSTAR;CHRONOSTAR;18564.70588
2024;Mars;2024-03-14;Jeudi;11;804;TTZ;Spéciale;Régulières Métropolitaines;22.35294
2024;Fevrier;2024-02-21;Mercredi;8;173;173ex;Express;Régulières Métropolitaines;120.0
2024;Fevrier;2024-02-05;Lundi;6;6;C6;CHRONOSTAR;CHRONOSTAR;15320.0
2024;Mars;2024-03-15;Vendredi;11;3;C3;CHRONOSTAR;CHRONOSTAR;13437.64706
2024;Fevrier;2024-02-22;Jeudi;8;6;C6;CHRONOSTAR;CHRONOSTAR;16542.35294
2024;Fevrier;2024-02-05;Lundi;6;10;10;Urbaine;Régulières Urbaines;1282.35294
2024;Mars;2024-03-15;Vendredi;11;11;11;Urbaine;Régulières Urbaines;10214.11765
2024;Fevrier;2024-02-22;Jeudi;8;14;14;Urbaine;Régulières Urbaines;9604.70588
2024;Fevrier;2024-02-05;Lundi;6;37;37;Inter-quartiers;Régulières Urbaines;224.70588
2024;Mars;2024-03-15;Vendredi;11;14;14;Urbaine;Régulières Urbaines;9381.17647
2024;Fevrier;2024-02-22;Jeudi;8;53;53;Métropolitaine;Régulières Métropolitaines;2624.70588
2024;Fevrier;2024-02-05;Lundi;6;50;50;Métropolitaine;Régulières Métropolitaines;901.17647
2024;Mars;2024-03-15;Vendredi;11;53;53;Métropolitaine;Régulières Métropolitaines;2823.52941
2024;Fevrier;2024-02-22;Jeudi;8;54;54;Métropolitaine;Régulières Métropolitaines;2403.52941
2024;Fevrier;2024-02-05;Lundi;6;55;55;Métropolitaine;Régulières Métropolitaines;2591.76471
2024;Mars;2024-03-15;Vendredi;11;56;56;Métropolitaine;Régulières Métropolitaines;1017.64706
2024;Fevrier;2024-02-22;Jeudi;8;56;56;Métropolitaine;Régulières Métropolitaines;1135.29412
2024;Fevrier;2024-02-05;Lundi;6;74;74;Métropolitaine;Régulières Métropolitaines;1450.58824
2024;Mars;2024-03-15;Vendredi;11;65;65;Métropolitaine;Régulières Métropolitaines;1057.64706
2024;Fevrier;2024-02-22;Jeudi;8;72;72;Métropolitaine;Régulières Métropolitaines;2558.82353
2024;Fevrier;2024-02-05;Lundi;6;154;154ex;Express;Régulières Métropolitaines;378.82353
2024;Mars;2024-03-15;Vendredi;11;76;76;Métropolitaine;Régulières Métropolitaines;1000.0
2024;Fevrier;2024-02-22;Jeudi;8;91;91;Intercommunale;Régulières Métropolitaines;527.05882
2024;Fevrier;2024-02-05;Lundi;6;156;156ex;Express;Régulières Métropolitaines;168.23529
2024;Mars;2024-03-15;Vendredi;11;77;77;Métropolitaine;Régulières Métropolitaines;1995.29412
2024;Fevrier;2024-02-22;Jeudi;8;154;154ex;Express;Régulières Métropolitaines;183.52941
2024;Fevrier;2024-02-05;Lundi;6;161;161ex;Express;Régulières Métropolitaines;684.70588
2024;Mars;2024-03-15;Vendredi;11;91;91;Intercommunale;Régulières Métropolitaines;600.0
2024;Fevrier;2024-02-22;Jeudi;8;155;155ex;Express;Régulières Métropolitaines;182.35294
2024;Fevrier;2024-02-05;Lundi;6;165;165ex;Express;Régulières Métropolitaines;22.35294
2024;Mars;2024-03-15;Vendredi;11;125;N5;STAR de Nuit;Régulières Urbaines;37.64706
2024;Fevrier;2024-02-22;Jeudi;8;9000;Parcs-Relais;Parcs-Relais;Parcs-Relais;2657.83282
2024;Fevrier;2024-02-05;Lundi;6;173;173ex;Express;Régulières Métropolitaines;111.76471
2024;Mars;2024-03-15;Vendredi;11;154;154ex;Express;Régulières Métropolitaines;301.17647
2024;Fevrier;2024-02-22;Jeudi;8;9999;9999;Non identifié;Non identifiée;8058.82353
2024;Fevrier;2024-02-05;Lundi;6;9999;9999;Non identifié;Non identifiée;7042.35294
2024;Mars;2024-03-15;Vendredi;11;159;159ex;Express;Régulières Métropolitaines;230.58824
2024;Fevrier;2024-02-23;Vendredi;8;4;C4;CHRONOSTAR;CHRONOSTAR;26840.0
2024;Fevrier;2024-02-06;Mardi;6;13;13;Urbaine;Régulières Urbaines;6151.76471
2024;Mars;2024-03-15;Vendredi;11;161;161ex;Express;Régulières Métropolitaines;510.58824
2024;Fevrier;2024-02-23;Vendredi;8;5;C5;CHRONOSTAR;CHRONOSTAR;16598.82353
2024;Fevrier;2024-02-06;Mardi;6;51;51;Métropolitaine;Régulières Métropolitaines;1049.41176
2024;Mars;2024-03-15;Vendredi;11;164;164ex;Express;Régulières Métropolitaines;172.94118
2024;Fevrier;2024-02-23;Vendredi;8;13;13;Urbaine;Régulières Urbaines;5288.23529
2024;Fevrier;2024-02-06;Mardi;6;55;55;Métropolitaine;Régulières Métropolitaines;2681.17647
2024;Mars;2024-03-15;Vendredi;11;178;178ex;Express;Régulières Métropolitaines;280.0
2024;Fevrier;2024-02-23;Vendredi;8;47;C7ex;CHRONOSTAR;CHRONOSTAR;727.05882
2024;Fevrier;2024-02-06;Mardi;6;67;67;Métropolitaine;Régulières Métropolitaines;2216.47059
2024;Mars;2024-03-15;Vendredi;11;1002;b;Métro;METRO;2.22222
2024;Fevrier;2024-02-23;Vendredi;8;50;50;Métropolitaine;Régulières Métropolitaines;9.41176
2024;Fevrier;2024-02-06;Mardi;6;68;68;Métropolitaine;Régulières Métropolitaines;1348.23529
2024;Mars;2024-03-16;Samedi;11;5;C5;CHRONOSTAR;CHRONOSTAR;9156.47059
2024;Fevrier;2024-02-23;Vendredi;8;56;56;Métropolitaine;Régulières Métropolitaines;1187.05882
2024;Fevrier;2024-02-06;Mardi;6;71;71;Métropolitaine;Régulières Métropolitaines;528.23529
2024;Mars;2024-03-16;Samedi;11;12;12;Urbaine;Régulières Urbaines;854.11765
2024;Fevrier;2024-02-23;Vendredi;8;71;71;Métropolitaine;Régulières Métropolitaines;494.11765
2024;Fevrier;2024-02-06;Mardi;6;73;73;Métropolitaine;Régulières Métropolitaines;1104.70588
2024;Mars;2024-03-16;Samedi;11;52;52;Métropolitaine;Régulières Métropolitaines;1605.88235
2024;Fevrier;2024-02-23;Vendredi;8;73;73;Métropolitaine;Régulières Métropolitaines;1100.0
2024;Fevrier;2024-02-06;Mardi;6;159;159ex;Express;Régulières Métropolitaines;294.11765
2024;Mars;2024-03-16;Samedi;11;53;53;Métropolitaine;Régulières Métropolitaines;1609.41176
2024;Fevrier;2024-02-23;Vendredi;8;79;79;Métropolitaine;Régulières Métropolitaines;354.11765
2024;Fevrier;2024-02-06;Mardi;6;9999;9999;Non identifié;Non identifiée;6787.05882
2024;Mars;2024-03-16;Samedi;11;64;64;Métropolitaine;Régulières Métropolitaines;381.17647
2024;Fevrier;2024-02-23;Vendredi;8;82;82;Métropolitaine;Régulières Métropolitaines;360.0
2024;Fevrier;2024-02-07;Mercredi;6;3;C3;CHRONOSTAR;CHRONOSTAR;13428.23529
2024;Mars;2024-03-16;Samedi;11;73;73;Métropolitaine;Régulières Métropolitaines;348.23529
2024;Fevrier;2024-02-23;Vendredi;8;122;N2;STAR de Nuit;Régulières Urbaines;78.82353
2024;Fevrier;2024-02-07;Mercredi;6;37;37;Inter-quartiers;Régulières Urbaines;215.29412
2024;Mars;2024-03-16;Samedi;11;74;74;Métropolitaine;Régulières Métropolitaines;601.17647
2024;Fevrier;2024-02-23;Vendredi;8;164;164ex;Express;Régulières Métropolitaines;130.58824
2024;Fevrier;2024-02-07;Mercredi;6;71;71;Métropolitaine;Régulières Métropolitaines;477.64706
2024;Mars;2024-03-16;Samedi;11;75;75;Métropolitaine;Régulières Métropolitaines;401.17647
2024;Fevrier;2024-02-23;Vendredi;8;165;165ex;Express;Régulières Métropolitaines;9.41176
2024;Fevrier;2024-02-07;Mercredi;6;72;72;Métropolitaine;Régulières Métropolitaines;2501.17647
2024;Mars;2024-03-16;Samedi;11;76;76;Métropolitaine;Régulières Métropolitaines;329.41176
2024;Fevrier;2024-02-23;Vendredi;8;167;167ex;Express;Régulières Métropolitaines;70.58824
2024;Fevrier;2024-02-07;Mercredi;6;78;78;Métropolitaine;Régulières Métropolitaines;1568.23529
2024;Mars;2024-03-16;Samedi;11;123;N3;STAR de Nuit;Régulières Urbaines;37.64706
2024;Fevrier;2024-02-23;Vendredi;8;178;178ex;Express;Régulières Métropolitaines;271.76471
2024;Fevrier;2024-02-07;Mercredi;6;80;80;Métropolitaine;Régulières Métropolitaines;601.17647
2024;Mars;2024-03-16;Samedi;11;1001;a;Métro;METRO;108241.33989
2024;Fevrier;2024-02-23;Vendredi;8;1002;b;Métro;METRO;0.0
2024;Fevrier;2024-02-07;Mercredi;6;81;81;Métropolitaine;Régulières Métropolitaines;608.23529
2024;Mars;2024-03-17;Dimanche;11;4;C4;CHRONOSTAR;CHRONOSTAR;6084.70588
2024;Fevrier;2024-02-24;Samedi;8;3;C3;CHRONOSTAR;CHRONOSTAR;7310.58824
2024;Fevrier;2024-02-07;Mercredi;6;153;153ex;Express;Régulières Métropolitaines;327.05882
2024;Mars;2024-03-17;Dimanche;11;7;C7;CHRONOSTAR;CHRONOSTAR;1122.35294
2024;Fevrier;2024-02-24;Samedi;8;11;11;Urbaine;Régulières Urbaines;4594.11765
2024;Fevrier;2024-02-07;Mercredi;6;159;159ex;Express;Régulières Métropolitaines;269.41176
2024;Mars;2024-03-17;Dimanche;11;54;54;Métropolitaine;Régulières Métropolitaines;650.58824
2024;Fevrier;2024-02-24;Samedi;8;14;14;Urbaine;Régulières Urbaines;3928.23529
2024;Fevrier;2024-02-07;Mercredi;6;165;165ex;Express;Régulières Métropolitaines;21.17647
2024;Mars;2024-03-17;Dimanche;11;61;61;Métropolitaine;Régulières Métropolitaines;445.88235
2024;Fevrier;2024-02-24;Samedi;8;50;50;Métropolitaine;Régulières Métropolitaines;5.88235
2024;Fevrier;2024-02-08;Jeudi;6;4;C4;CHRONOSTAR;CHRONOSTAR;27185.88235
2024;Mars;2024-03-17;Dimanche;11;71;71;Métropolitaine;Régulières Métropolitaines;91.76471
2024;Fevrier;2024-02-24;Samedi;8;52;52;Métropolitaine;Régulières Métropolitaines;1371.76471
2024;Fevrier;2024-02-08;Jeudi;6;6;C6;CHRONOSTAR;CHRONOSTAR;15720.0
2024;Mars;2024-03-17;Dimanche;11;77;77;Métropolitaine;Régulières Métropolitaines;256.47059
2024;Fevrier;2024-02-24;Samedi;8;61;61;Métropolitaine;Régulières Métropolitaines;996.47059
2024;Fevrier;2024-02-08;Jeudi;6;11;11;Urbaine;Régulières Urbaines;10129.41176
2024;Mars;2024-03-17;Dimanche;11;81;81;Métropolitaine;Régulières Métropolitaines;131.76471
2024;Fevrier;2024-02-24;Samedi;8;64;64;Métropolitaine;Régulières Métropolitaines;388.23529
2024;Fevrier;2024-02-08;Jeudi;6;12;12;Urbaine;Régulières Urbaines;890.58824
2024;Mars;2024-03-17;Dimanche;11;1001;a;Métro;METRO;47727.88311
2024;Fevrier;2024-02-24;Samedi;8;65;65;Métropolitaine;Régulières Métropolitaines;268.23529
2024;Fevrier;2024-02-08;Jeudi;6;37;37;Inter-quartiers;Régulières Urbaines;224.70588
2024;Mars;2024-03-18;Lundi;12;14;14;Urbaine;Régulières Urbaines;9332.94118
2024;Fevrier;2024-02-24;Samedi;8;73;73;Métropolitaine;Régulières Métropolitaines;458.82353
2024;Fevrier;2024-02-08;Jeudi;6;39;39;Inter-quartiers;Régulières Urbaines;17.64706
2024;Mars;2024-03-18;Lundi;12;37;37;Inter-quartiers;Régulières Urbaines;217.64706
2024;Fevrier;2024-02-24;Samedi;8;74;74;Métropolitaine;Régulières Métropolitaines;509.41176
2024;Fevrier;2024-02-08;Jeudi;6;53;53;Métropolitaine;Régulières Métropolitaines;2772.94118
2024;Mars;2024-03-18;Lundi;12;56;56;Métropolitaine;Régulières Métropolitaines;1148.23529
2024;Fevrier;2024-02-24;Samedi;8;121;N1;STAR de Nuit;Régulières Urbaines;221.17647
2024;Fevrier;2024-02-08;Jeudi;6;55;55;Métropolitaine;Régulières Métropolitaines;2750.58824
2024;Mars;2024-03-18;Lundi;12;68;68;Métropolitaine;Régulières Métropolitaines;1194.11765
2024;Fevrier;2024-02-24;Samedi;8;308;C8;CHRONOSTAR;CHRONOSTAR;8067.05882
2024;Fevrier;2024-02-08;Jeudi;6;56;56;Métropolitaine;Régulières Métropolitaines;974.11765
2024;Mars;2024-03-18;Lundi;12;70;70;Métropolitaine;Régulières Métropolitaines;178.82353
2024;Fevrier;2024-02-25;Dimanche;8;55;55;Métropolitaine;Régulières Métropolitaines;537.64706
2024;Fevrier;2024-02-08;Jeudi;6;59;59;Métropolitaine;Régulières Métropolitaines;2394.11765
2024;Mars;2024-03-18;Lundi;12;71;71;Métropolitaine;Régulières Métropolitaines;501.17647
2024;Fevrier;2024-02-25;Dimanche;8;62;62;Métropolitaine;Régulières Métropolitaines;382.35294
2024;Fevrier;2024-02-08;Jeudi;6;64;64;Métropolitaine;Régulières Métropolitaines;944.70588
2024;Mars;2024-03-18;Lundi;12;81;81;Métropolitaine;Régulières Métropolitaines;725.88235
2024;Fevrier;2024-02-25;Dimanche;8;72;72;Métropolitaine;Régulières Métropolitaines;356.47059
2024;Fevrier;2024-02-08;Jeudi;6;68;68;Métropolitaine;Régulières Métropolitaines;1192.94118
2024;Mars;2024-03-18;Lundi;12;83;83;Métropolitaine;Régulières Métropolitaines;1235.29412
2024;Fevrier;2024-02-25;Dimanche;8;81;81;Métropolitaine;Régulières Métropolitaines;120.0
2024;Fevrier;2024-02-08;Jeudi;6;72;72;Métropolitaine;Régulières Métropolitaines;2355.29412
2024;Mars;2024-03-18;Lundi;12;153;153ex;Express;Régulières Métropolitaines;485.88235
2024;Fevrier;2024-02-25;Dimanche;8;121;N1;STAR de Nuit;Régulières Urbaines;318.82353
2024;Fevrier;2024-02-08;Jeudi;6;152;152ex;Express;Régulières Métropolitaines;138.82353
